ImageName,GT_Index,Prob_Of_Softmax,SoftMaxPredict,Prob_Of_Openmax,OpenMaxPredict
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00035717.mat,42,0.3516963,43,0.3903048305217952,43
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00037200.mat,42,0.8365939,42,0.847338758660183,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00037510.mat,42,0.9999997,42,0.8014337540616887,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00037655.mat,42,0.8965809,42,0.9020376614497074,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00038998.mat,42,0.8448642,41,0.8456185240688665,41
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00040115.mat,42,0.17591338,75,0.1884620016860651,75
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00040444.mat,42,0.57862794,66,0.58782424593807,66
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00041169.mat,42,0.92069304,42,0.917440681021013,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00041253.mat,42,0.41664457,616,0.45283052890070785,616
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00041541.mat,42,0.2785602,55,0.23152302485813953,46
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00041710.mat,42,0.2515437,42,0.22195661818129425,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00042029.mat,42,0.20274226,824,0.6256625682960368,1000
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00044934.mat,42,0.33604643,44,0.2875858298172226,44
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00045976.mat,42,0.48659667,42,0.5053604750911692,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00046258.mat,42,0.642329,42,0.6641232831790866,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00046277.mat,42,0.99062616,42,0.5609164331309978,1000
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00047354.mat,42,0.90139693,42,0.9285682733961764,42
./S_P_CloseSet\n01687978\sp_detail_ILSVRC2012_val_00049072.mat,42,0.99143046,42,0.9919073994325165,42
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00000297.mat,43,0.23597503,48,0.2359625527553934,48
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00000978.mat,43,0.0874756,105,0.1356521354681388,1000
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00001724.mat,43,0.22335179,376,0.2283176132573828,376
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00002295.mat,43,0.5828798,43,0.5897469713004152,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00003124.mat,43,0.542102,43,0.539197701994489,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00003570.mat,43,0.8604577,43,0.8673428700062153,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00005056.mat,43,0.3461556,335,0.30965438250066457,335
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00008011.mat,43,0.9948829,43,0.9954696033852862,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00008586.mat,43,0.4735036,43,0.5003000495031024,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00011073.mat,43,0.5179477,43,0.5087828672932421,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00012718.mat,43,0.28940988,43,0.2977156752174247,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00012759.mat,43,0.2141622,76,0.21252337921891584,76
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00012820.mat,43,0.26414606,43,0.2666635139819622,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00014251.mat,43,0.7143733,43,0.72531737994727,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00014439.mat,43,0.19372793,42,0.19674452011619967,42
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00015403.mat,43,0.6174901,43,0.6314119414783963,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00015753.mat,43,0.17236912,43,0.1796826221253268,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00015981.mat,43,0.80514395,43,0.8064203813978752,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00017002.mat,43,0.4167487,43,0.41873506104909436,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00017015.mat,43,0.41642222,329,0.41774287491868056,329
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00017338.mat,43,0.26816663,44,0.2358028627483794,44
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00018095.mat,43,0.3680959,47,0.38937731598871,47
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00020508.mat,43,0.20047419,76,0.20432282080340142,76
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00021646.mat,43,0.81568193,43,0.8203710623622225,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00022563.mat,43,0.34499818,930,0.15713593500275697,930
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00023341.mat,43,0.46817446,43,0.47058110904881,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00023678.mat,43,0.6520004,43,0.6484841003450117,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00024081.mat,43,0.96143836,43,0.8925815322203758,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00024227.mat,43,0.9770527,43,0.9777558007159695,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00024946.mat,43,0.23584192,71,0.23780185353690442,71
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00025025.mat,43,0.18617246,43,0.19372347637792914,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00025581.mat,43,0.35690323,43,0.3496330170377918,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00029118.mat,43,0.22328,316,0.2123346964898433,1000
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00029947.mat,43,0.23057918,42,0.23157361713036478,42
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00030873.mat,43,0.29957005,43,0.3363064447436971,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00034693.mat,43,0.52361405,43,0.5251640256434239,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00034793.mat,43,0.9624523,43,0.9634037700648543,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00038586.mat,43,0.76497126,43,0.7712308669332826,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00038665.mat,43,0.11068034,42,0.9011935757600333,1000
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00039831.mat,43,0.18191132,912,0.21875705825063463,912
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00043288.mat,43,0.9713338,43,0.839246010628728,1000
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00043798.mat,43,0.98809844,43,0.9885453975026193,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00043802.mat,43,0.84718263,43,0.5696262514244648,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00044980.mat,43,0.9925569,43,0.9921812238950828,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00045510.mat,43,0.9929234,43,0.9931743092836521,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00046517.mat,43,0.16608128,67,0.1661606144672267,82
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00046548.mat,43,0.5198225,43,0.5470847628122458,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00047224.mat,43,0.84190494,43,0.8489620838879961,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00048754.mat,43,0.42052,48,0.33422597061751297,43
./S_P_CloseSet\n01688243\sp_detail_ILSVRC2012_val_00049652.mat,43,0.15274319,42,0.11834229466926346,42
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00001022.mat,44,0.90351045,44,0.9059451389400683,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00001645.mat,44,0.15568738,116,0.15849373847750553,116
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00003178.mat,44,0.20656654,46,0.19518343616820483,46
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00004915.mat,44,0.37946942,44,0.36920011670581865,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00006207.mat,44,0.19006054,79,0.19065186022095254,79
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00007482.mat,44,0.34859827,52,0.3501346337391692,52
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00008561.mat,44,0.16016857,997,0.15810116714514394,997
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00009907.mat,44,0.3610808,44,0.3534059261831935,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00009980.mat,44,0.9279232,44,0.9261601334649121,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00010911.mat,44,0.44835806,44,0.48937466212008174,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00011044.mat,44,0.6545236,44,0.6461835048308275,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00013533.mat,44,0.43468967,44,0.2740898736561682,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00016357.mat,44,0.5527655,43,0.59697686780711,43
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00016622.mat,44,0.2658381,44,0.2522372504339997,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00017174.mat,44,0.17804408,49,0.19515871295520185,49
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00018979.mat,44,0.17758693,677,0.18058748510685485,677
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00019152.mat,44,0.16995063,41,0.1666967670328108,41
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00019170.mat,44,0.9712531,44,0.9717159951899035,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00020598.mat,44,0.44097525,52,0.4562140588819371,52
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00021522.mat,44,0.30579963,40,0.2973498239156104,40
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00021786.mat,44,0.37019798,44,0.37618220035752487,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00022175.mat,44,0.7013475,84,0.7174281253380876,84
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00024252.mat,44,0.52439463,44,0.5280532801684815,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00024283.mat,44,0.6706519,44,0.6670145173686337,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00025909.mat,44,0.5605053,43,0.6065829388512827,43
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00026526.mat,44,0.08524768,41,0.08401252584170116,41
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00028626.mat,44,0.28499338,41,0.27334633703093963,52
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00028664.mat,44,0.38549948,44,0.3858200770263259,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00031114.mat,44,0.46125418,44,0.466770935343804,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00032640.mat,44,0.43009692,113,0.470160115956854,113
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00032744.mat,44,0.14510672,307,0.11846120600939158,310
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00033036.mat,44,0.23040728,311,0.3383265437489573,1000
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00033382.mat,44,0.16184603,46,0.1631132155261882,46
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00033734.mat,44,0.17780988,42,0.18052031481325456,42
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00036123.mat,44,0.43905163,44,0.43952622195684066,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00037210.mat,44,0.08343271,943,0.46000471672277826,1000
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00037686.mat,44,0.22063264,798,0.22840159868703408,798
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00038308.mat,44,0.20030403,26,0.19569512084472163,26
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00038667.mat,44,0.32317984,52,0.3343880333043528,52
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00041330.mat,44,0.3661186,44,0.3686462781541965,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00041730.mat,44,0.45995975,44,0.4741225951185301,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00043246.mat,44,0.074053906,105,0.7749184362236807,1000
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00043624.mat,44,0.28965145,45,0.2907110462211916,45
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00044698.mat,44,0.10789259,103,0.09719765406279401,103
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00044822.mat,44,0.14420295,123,0.14289319931481526,123
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00047301.mat,44,0.18872225,102,0.18411956729929974,102
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00047812.mat,44,0.50730073,57,0.5114696333592994,57
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00048213.mat,44,0.31578705,44,0.3015252076475381,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00049635.mat,44,0.7383388,44,0.6589276924565818,44
./S_P_CloseSet\n01689811\sp_detail_ILSVRC2012_val_00049987.mat,44,0.7242156,44,0.7327668376223297,44
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00001475.mat,45,0.99421424,45,0.9940939088739855,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00004505.mat,45,0.08717372,958,0.08801212842162101,958
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00005138.mat,45,0.27936584,61,0.29491287284166917,61
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00005227.mat,45,0.119212046,313,0.1281983674453758,313
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00005307.mat,45,0.57028055,48,0.5805383315115225,48
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00005725.mat,45,0.8682977,329,0.8822642181837658,329
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00006500.mat,45,0.22204807,26,0.22093291218994407,26
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00006927.mat,45,0.66626483,45,0.6674264911889147,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00007579.mat,45,0.99951184,45,0.9996555024795735,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00010164.mat,45,0.10912795,305,0.9433787513328635,1000
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00010322.mat,45,0.99646103,45,0.9966383239732404,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00012229.mat,45,0.72949874,45,0.3670110820403023,1000
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00012304.mat,45,0.99765235,45,0.9980216178332408,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00013883.mat,45,0.99807185,45,0.9981274941809406,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00014312.mat,45,0.09634155,918,0.08675278103058126,918
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00015190.mat,45,0.15522376,79,0.1714522082485889,79
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00015224.mat,45,0.98356074,45,0.9858842495631096,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00018179.mat,45,0.23086663,500,0.21184612325633254,500
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00018728.mat,45,0.99997807,45,0.9999867706774095,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00021743.mat,45,0.99337626,45,0.9935397279804539,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00022063.mat,45,0.9977732,45,0.9982170595460265,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00023158.mat,45,0.98851985,45,0.9883256466134098,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00025104.mat,45,0.44576502,41,0.400737557738737,41
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00026296.mat,45,0.27811876,79,0.287528159896267,79
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00026500.mat,45,0.44708544,45,0.4525298048757769,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00027198.mat,45,0.17921393,45,0.17526939181826753,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00028284.mat,45,0.65281785,45,0.6449189286618907,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00030371.mat,45,0.14167269,67,0.11702134172893544,54
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00031550.mat,45,0.11741372,726,0.9181583819784574,1000
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00032682.mat,45,0.6367841,45,0.6545195135109633,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00033244.mat,45,0.825555,45,0.8234885467330937,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00033706.mat,45,0.37730187,45,0.38461367380088235,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00035069.mat,45,0.63070893,298,0.6819357248389692,298
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00036802.mat,45,0.26288003,45,0.26320073353181156,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00036849.mat,45,0.2004972,56,0.19630585177784576,56
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00037324.mat,45,0.9391238,45,0.9392190606141002,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00037417.mat,45,0.083212815,120,0.07542485358177367,120
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00039533.mat,45,0.1809382,56,0.16797615988308084,994
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00039708.mat,45,0.9990654,45,0.9991412464846785,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00041186.mat,45,0.39886853,397,0.46291346607722517,397
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00041887.mat,45,0.13373306,342,0.1018650388064161,104
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00043110.mat,45,0.99270946,45,0.9927005330286145,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00043925.mat,45,0.9788758,45,0.9801941923176457,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00043986.mat,45,0.98731023,45,0.9888974542246564,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00044987.mat,45,0.68613684,305,0.6930313148197362,305
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00045223.mat,45,0.40599322,45,0.3748242170132622,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00045776.mat,45,0.12559795,67,0.10852479572605052,67
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00046106.mat,45,0.9929453,45,0.9926896180469995,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00047675.mat,45,0.9994114,45,0.9994428676450788,45
./S_P_CloseSet\n01692333\sp_detail_ILSVRC2012_val_00048104.mat,45,0.65974337,45,0.6540795654118021,45
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00000064.mat,46,0.548885,317,0.5602001307920141,317
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00000683.mat,46,0.11171345,937,0.47127434937160134,1000
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00000925.mat,46,0.2846964,31,0.2866154812742425,31
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00003375.mat,46,0.31063962,994,0.34043837275810523,994
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00003722.mat,46,0.2849093,46,0.28829422926850173,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00004102.mat,46,0.2729893,42,0.27630061052612614,42
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00005332.mat,46,0.5672994,46,0.5679941584101453,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00012623.mat,46,0.4407336,47,0.46632224654417254,47
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00013036.mat,46,0.29956087,315,0.2792346624621923,315
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00013392.mat,46,0.4248495,39,0.42665174718544996,39
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00014282.mat,46,0.56036764,46,0.5798435515083245,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00014927.mat,46,0.5889523,47,0.6003640029976072,47
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00016778.mat,46,0.25739184,44,0.2541458850838247,44
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00017730.mat,46,0.2011081,46,0.21193449963571015,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00018857.mat,46,0.6204204,40,0.5651562460727488,40
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00021927.mat,46,0.38799828,46,0.4786532482484304,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00022937.mat,46,0.22675903,394,0.2622842316726353,394
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00023246.mat,46,0.22583926,54,0.2236808890048768,54
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00023690.mat,46,0.4977161,46,0.5021365391606257,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00023753.mat,46,0.16436519,316,0.13958267405582953,316
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00024435.mat,46,0.26403546,311,0.2389880575294181,311
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00024813.mat,46,0.3594063,46,0.3547827163370102,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00025378.mat,46,0.40226516,40,0.3935094315222511,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00025809.mat,46,0.22557744,55,0.20948600057654915,55
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00026269.mat,46,0.16931063,311,0.163591193387912,311
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00026626.mat,46,0.102765836,316,0.10242645852103838,316
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00026648.mat,46,0.8500074,46,0.8447350771034946,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00026705.mat,46,0.34340945,46,0.34208002326051823,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00029005.mat,46,0.26247174,31,0.2646165722324856,31
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00031003.mat,46,0.27461308,39,0.29089484330184057,39
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00031018.mat,46,0.5884422,40,0.5865671162453446,40
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00033120.mat,46,0.5567466,46,0.5886143549898758,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00033615.mat,46,0.1330128,998,0.13314548480642902,998
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00034369.mat,46,0.5773169,40,0.5587857471646814,40
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00035109.mat,46,0.32724077,46,0.33418814578176265,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00035177.mat,46,0.58354366,46,0.5960777536875514,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00035818.mat,46,0.17441736,30,0.16740498899671363,30
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00037310.mat,46,0.31351495,46,0.32588314067602187,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00039203.mat,46,0.71377045,46,0.7420183906309208,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00040704.mat,46,0.5863998,40,0.57607664694394,40
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00041069.mat,46,0.24366614,46,0.2338450097920653,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00041769.mat,46,0.2954862,315,0.30325006542327815,315
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00042142.mat,46,0.70914936,40,0.6659240870531365,40
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00042672.mat,46,0.61508167,40,0.6051880697563017,40
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00042783.mat,46,0.5714158,40,0.5210816806028225,40
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00043214.mat,46,0.32005373,46,0.3320165154161748,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00043578.mat,46,0.2531055,55,0.23612175977238242,59
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00047010.mat,46,0.32603186,46,0.33071625615586353,46
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00047908.mat,46,0.3716417,64,0.36027401337224285,64
./S_P_CloseSet\n01693334\sp_detail_ILSVRC2012_val_00049187.mat,46,0.12344092,30,0.12253583701735318,30
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00001375.mat,47,0.29435053,38,0.2938136449725276,38
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00001623.mat,47,0.2845188,71,0.13323060320582383,1000
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00001939.mat,47,0.12299345,47,0.5859492761052069,1000
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00002077.mat,47,0.14332965,683,0.3544677383054965,1000
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00003070.mat,47,0.93285763,48,0.39881559835259744,1000
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00003560.mat,47,0.9540663,47,0.9586967368241464,47
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00004555.mat,47,0.22767136,40,0.19395303953761955,40
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00005078.mat,47,0.22277415,47,0.23659630244701538,47
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00006244.mat,47,0.42625976,47,0.4363846064013184,47
./S_P_CloseSet\n01694178\sp_detail_ILSVRC2012_val_00007227.mat,47,0.48717314,47,0.496117379298476,47
